,X,pred
2440,"у нас четверо,но не смогла пройти мимо,подобрала ещё двух,теперь их шестеро.какие идиоты выкидывают не понимаю,кошечки умницы.",0
2441,"а я вот пятую подобрала около магазина.никак не пойму,какой дурак такое чудо выкинул.в лоток пошла сама,мяукает,когда кушать просит,тихая,спокойная,в меру игривая.люди,вы же в другой город уезжает,а не в другую страну.значит так вам дорог ваш питомец.",0
2442,"зачем в психушку,отдать родителям убитого и пусть делают с ним ,что хотят,а лучше к стенке.зачем на таких тратить деньги?",0
2443,"ксения,я забрала чёрную,а трехцветная приходит к магазину и уходит.кормила несколько раз,сейчас не вижу,но в магазине продавцы говорят,что продолжает приходить.",0
2444,а что же хозяйка себя так не раскормила? бедное животное,0
2445,"милые,маленькие сарделечки!",0
2446,"зато частный сектор дрочат,то куча земли или песка им помешала,то трава летом около дома выше 10 см,то ещё к чему нибудь придерутся и сразу штраф,а как прийдешь на приём,что бы под мусорку  бетонки положили,один ответ денег нет.",0
2447,"да что за народ такой,как холода и начинают живность выкидывать.два дня назад также в п .пионер около магнита забрала кошечку,температура 15 мороза,не смогла пройти мимо,муж в шоке,уже пятая подбирашка.а кысочка чудо,спокойная,лоток знает,под ногами не путается,иногда даже ее теряю.кто выкинул такую?",0
2448,"пишут,возмите подобрыша,а то уже две кошки и что?я вот вчера у магазина черненькую подобрала,уже пятую,прокормим.",0
2449,пипец.,0
2450,у нас бы современные детки уже все угробили.,0
2451,"ушлепок,загубил четыре души,дети без матерей остались,а себе хорошей жизни хочет.жаль,что смертную казнь отменили,сразу к стенке таких выблядков надо.",0
2452,"уже больше 10 лет при посадке картофеля добавляем в лунки землин и все,на клубнях нет червоточин.",0
2453,"попробуйте отвар душицы.я себе для укрепления корней волос делала - столовую ложку сухой травы на полстакана кипятка,как станет тёплым настой втирала в корни волос.мне помогло,может и вам поможет.во всяком случае не повредит.",0
2454,а чинуши будут и дальше воровать.,0
2455,"наука бабе на будущее,нехрен первого попавшегося козла тащить домой.",0
2456,"а что вы хотели? странам кто нам должен мы прщаём,а откуда деньги в казну брать,просто обобрать свой народ.",0
2457,"ну оштрафуют эту дуру на большие деньги и что? в первую очередь пострадают дети,а вот отхерачить ее розгами прилюдно,вот это было бы здорово.когда на задницу будет садится и сразу вспоминать будет,что натворила.",0
2458,"ну оштрафуют эту дуру на большие деньги и что? в первую очередь пострадают дети,а вот отхерачить ее розгами прилюдно,вот это было бы здорово.когда на задницу будет садится и сразу вспоминать будет,что натворила.",0
2459,"им спишут долги,а нам новые налоги придумают,выживай народ и радуйся,что тебе ещё пока выживать дают.",0
2460,"а зачем такое размытое фото,пусть люди знают своих ,,героев,,в лицо.",0
2461,"хотелось бы верить,что это фейк,а не бездействие нашей типа полиции.",0
2462,"а сколько нервов вы яйцатые у нас отнимаете? то это недосолено,то другое сильно сухое или влажное,прибила бы.",0
2463,"нет рядом человека,чтобы повысоте холки сказать это колли или шелти.",0
2464,"дома уже две подбирашки-собаки,кошек четверо,плюс ещё девочка со сломанной лапкой приходит ,кормим,но к себе не подпускает,помнит людской негатив.",0
2465,"я перестала покупать это фуфло,а заварное с детства терпеть не могу.лучше самой дома сделать своими руками.",0
2466,"дима ,пипец,ты походу обкуреный.",0
2467,"даша,нас наказывали за наши нехорошие дела не только ремнем,но и разговором,объясняли,что мы сделали не так.а мой сын своих дочерей пальцем не трогает,словами доходчиво объясняет.причём тут сильный и слабый,если ребёнок жестоко относится к другим детям или животным,пусть на своей шкуре почувствует ту боль ,которую он причиняет другим.",0
2468,зачем фигней заниматься.больше дел нет.,0
2469,"дима ,вообще не поняла твой ответ,при чем тут горишь?",0
2470,"вот и присмотрел,молодец!",0
2471,молодцы!!! мы только 38 прожили.,0
2472,"а ещё лучше сено ,моим только сено ложу,а они сами себе там в будках все устраивают как им надо.и сено впитывает влагу с лап.",0
2473,"ремня хорошего надо было,а то сейчас детей бить нельзя,а эти ушлепки людей калечат.мы в детстве опиздюлялись за свои нехорошие дела и ничего живы и слава богу детей нормальных вырастили,хотя и наши детки тоже отхватывали за свои пакости.",0
2474,"во русланчик зачирикал,свинину жрать коран не позволяет,он нас  свиньями обзывает.а ты баран почему свою республику не поднимаешь,а к нам приперся?",0
2475,"красиво,но я эти семечки птичкам в кормушку зимой ложу.",0
2476,"дома две подбирашки,одного сама принесла,другую муж привёз с работы,а третья приходит сама ,подкармливаем,но к людям не подходит,видно кто -то хорошо обидел.",0
2477,козявачка-малявачка! ух какая хорошенькая!,0
2478,"стала бы я этих уродов кормить нашими продуктами,они нам санкции,а мы им вкусняшку,что бы они там подавились нашей капустой.",0
2479,"а зачем они здесь нужны? когда распался ссср,эти чурки из своих республик русских выгоняли,даже не довая продать жильё,у нас по улице три семьи таких русских поселились. теперь они к нам лезут на зароботки.вот пусть живут у себя,а мы  без них обойдемся.",0
2480,"человек правильно сказал.живём в п, пионер и рядом этот долбаный переезд и да можно простоять около часа,а то и больше,особенно когда едут люди с работы.если я вру ,то и мне соврали ,говорила работница р ж д ,что ещё при тулееве к нему обращались от ржд что бы что-то придумать с этим переездом.тулейка ответил,что это очень дорого,на этом все и затихло.а мы продолжаем торчать на этом переезде и всем пофиг.",0
2481,"родители им сказали,вот подрастут такие детки и из-за жилья самих родичей в контейнер пойдут.как так можно,сказать ребёнку,что бы он живое существо выкинул? как самих родителей воспитывали? сами нелюди и детей такими делают.",0
2482,"подождите,скоро и нас до такого доведут.у нас все законы принимаются против народа,на благо богатейчикам.",0
2483,"а пидофилов отпускают,пипец а не законы,за 150 гр. пороха столько,ебанутые законы,извините за мат,но это долбаебство уже достало.",0
2484,"на зиму обрезаю,оставляя 10 см.высоты ,а так цветет постоянно.мужу он очень нравится.",0
2485,"что-то с головой,лечить наверно уже бесполезно.",0
2486,"одно мужичье пишет,убить,расстрелять.господи как с вами ваши жёны живут.в один прекрасный момент вас переклинит и вы будете убивать своих близких.кто не любит животных,тот бессердечный и к другим и у таких папаш почти всегда вырастают мелкие ублюдки,которые гадят всем,потому что папаша хороший пример.",0
2487,татошка.,0
2488,"нашли ещё лазейку как к людям в карман залезть,а как кружки бесплатные создать ума не хватает.когда уже уроды нахапаются,обдирают народ до нитки.",0
2489,"твари есть везде,каждую осень дачники с мазурово прутся через нашу улицу на остановку и столько кошек и котят подкидывают,замучились пристраивать.а эти дачники живут в городе,так и вы господа тоже твари, а не только пионерские.",0
2490,"извините, скомпом что-то,допишу.сын ,ещё отец  через комп может следить за ещё телефоном,кто ей звонит и скем она переписывается,нужен за ними контроль.",0
2491,"никита,правильно спросил.умения внучке тоже14 исполнилось,так мой сын,ещёв таком возрасте за ними нужен контроль,хоть им это и не нравится.",0
2492,"на кол сажать таких утырков,нехрен им сидет в тюрьме .нормальных слов нет,одни матерные,но писать их не очень хорошо.соболезнования родным.",0
2493,"что догоняем европу по неадеквату.сами с ума сходим и детей туда тащим,включайте уже мозги.",0
2494,"да всем чинушам пофиг на народ,в глазах у них только деньги и прибыль в свой карман.",0
2495,"ага позовите ментов,они быстро пристрелят,а что бы отловить и пристроить у властей ума не хватает.наши власти только умеют с нас налоги брать,да лапшу нам на уши вешать.",0
2496,"действительно,нахрен нам нужна украина,хохлы крым 20 с лишним лет разваливали,наши правители теперь за наш счёт востанавливают.так ,что теперь и этих восстанавливать за счёт народа,и так уже без штанов остались,скоро и трусы стянут.",0
2497,"посидим тайком,поговорим тишком.",0
2498,"эта идиотка ,что не понимает,что она выглядит мягко выражаясь смешно.",0
2499,"дима,я считаю,что жизнь даётся один раз.переродимся мы или нет никто не знает и зачем ещё заканчивать раньше положенного времени.если потерял все в жизни,остаётся жизнь.и кончать ее самоубийством,это не выход",0
2500,"и зачем сними разговаривать,если захотела покончить жизнь самоубийством,найдёт другое место,где никто не помешает,я считаю кто так делает это никчемные люди,если что-то не так в их жизни,то легче ее прервать,чем бороться.",0
2501,"красотуля,хотелось бы такого,но внучка подсунула котика -сфикса,теперь у нас три сибирских и этот лысик-хорошулька и две собаки подбирашки во дворе.",0
2502,"евгений,а кто из мужиков сейчас умеет косить сено?я умею,так как дерим кроликов,до них держали коров.а если малолетки,то зря после царской россии отменили розги,исполосовала бы так,что бы на задницу месяц не сел,и не изувечишь и наука на будущее.но есть некоторые индивидуумы до которых и это не дойдет",0
2503,"если это снимал мужик,то что не мог подойти и по хлебальнику двинуть,или сейчас только и могут снять и выложить?",0
2504,"живу в п. пионер,около дома посадили березы,выросли красавицы,а соседские дети обдирают ветки,ругаюсь на них,ихние родители пишут на меня заявы в ментовку.живём в конце посёлка,внизу под горой река камышинка,ходят люди на дачи,кидают мусор,бутылки,задолбались за этими уродами подбирать.оберегаем самосейки сосен и берез,а опять же соседские детки ломают,если эти саженцы мешают им зимой кататься с горки,и до родительских мозгов невозможно достучаться,что бы они своим отпрыскам объяснили ,что к природе так относится нельзя.",0
2505,"зачем молодых привлекать,скоро и старым работникам валить нечего будет,ради наживы всю сибирь сгубили.",0
2506,"а если собака удрала сама,или с цепи сорвалась,я за своим бегала так же,хоть и дворняга,но жалко было потерять.",0
2507,"а когда эти слуги народа в прямом эфире людей матом кроют-это как ,нормально? или уже не надо их оскорблять,а сразу мочить,если не хочешь служить народу.",0
2508,фиилипушка это не твоё фото случайно?,0
2509,"роман пословицу помнишь,,пожалел волк кобылу,оставил хвост и гриву,,.а трампик и вся америка никогда нашими друзьями и не были.позови их на помощь ,они ещё и какой-нибудь гадости привезут,спят и видят ,что бы россия побыстрей сдохла.",0
2510,"действительно,берут такие деньги,кошмар.сами живём в своём доме и не завидую городским жителям кто решит закупаться у таких бабушек.",0
2511,"а где типа наши,,друзья,,?как у них пожары наши правители сразу самолёты отправляют на помощь.сибирь горит не один день и всем похрену,только сегодня решили привлечь самолёты и то наши.вот вам и ,,друзья,,а наших начальников кто за это отвечают,гнать взашей без права вновь занимать эти должности.",0
2512,"лидия,вам хочется сказать ,дай бог,что бы в старости вас тоже никто не прикармливал.у вас нет сердца и черствая душонка.",0
2513,"да народ совсем охренел,что эта мелкая не смогла своими ногами довыхода добежать?а бабка полная хамка  и какой пример внучке подает.я в шоке от такой наглости.",0
2514,"ребёнку родители не разрешили подходить к собаке,но она все равно сделала по своему,за что и поплатилась.а куда родители смотрели когда ребёнок лез к собаке? почему с них не спрашивают,а во всем обвенили псину.получается животина во всем виновата,а родители не причём? быстро стрелочника нашли,он за себя и постоять не может,людей нужно наказывать за то ,что животинок выкидывают.",0
2515,"и где же наши ,,друзья,, и вся остальная шобла,которым наши правители,чуть,что у них случится кидаются помогать? сидят спокойно и радуются,что в россии пожары.давайте и дальше помогайте,а просвой народ вспоминают в последнюю очередь.",0
2516,"не хочу,объелись и клубника и землеклубника и виктория,пошла малина и жёлтая и красная,потом опять начнётся ремонтантная,до заморозков с ягодой.про кусты  смородины,кислицы не говорю,вот только сливу и вишню жалко,весной мороз побил.",0
2517,"был я октябренок,теперь я пионер!",0
2518,"зачем это надо? телик  на спутнике и что ? дождь ,тучи и пипец ,телик не работает.случись как поломка в электронных сетях и ты не человек без этого паспорта. зачем заниматься этой фигней? или кому-то опять нужно деньги отмыть?",0
2519,"никогда не понимала,зачем лезть в фонтан? а покупаться можно и в томи.а если дети туда лезут ,то я считаю это недогляд родителей.может я и не права,но это моё мнение.",0
2520,"едыге,да я уже старая кошелька,но в чужую страну на заработки не леза,трудилась у себя на родине,а вы как тараканы везде,пора травить.",0
2521,"илья,пусть они у себя сидят за 10 т.,какого черта они все вроссию прутся? и сбивают нам зарплату.",0
2522,"стасик,прочитай свой ответ.и кому нужно учить русский язык?",0
2523,и что это вы там без меня делаете?,0
2524,"господи ,да уберите всех госторбайтеров,глядишь русским работа найдется,куда не глянь,одно чурбанье. и кто кого оккупировал? из своих стран всех русских выгнали и теперь к нам лезут на работу.ну если мы такие плохие ,живите у себя на своей родине и не притесь к нам,задлбали уже.",0
2525,"вот блин забрался и зачем орал ,хочу свободы.как спускаться-то?",0
2526,намазывали масло на хлеб и посыпали сахаром.,0
2527,"ноете,ноете,что молоко дрянь,а кто у нас сейчас в поселках и деревнях держит коров? только пожилые люди,сама бы продолжала держать буренку,но руки и ноги сводит судорга,прдолжаем разводить кроликов и кур .",0
2528,"может быть для других регионов эти машины и будут нужны,но толь не для нашего кузбасса.пока стоишь и ждешь на переезде по 40 мину минимум,идут эшелоны с нашим углем не известно куда,а народ от этого не богатеет,а только уголь каждое лето только дорожает и не только уголь но ивсе энергоносители,хочется спросить,сколько мы будем ублажать запад за нас счёт.",0
2529,"я обычный человек,всю жизнь пахала,сократили,сейчас старая и с болячками нафик не кому не нужна,а наши правители нам ещё годки прибавили ,что бы дальше пахали  и не расслоблялись.а глядя на эту золотую молодежь,так хочется оружие взять в руки и этих утырков истребить,вырост или моральных уродов,никчемных человечков.",0
2530,"да срать на весь этот приблядник,в старину жила матушка россия без этих уродов и процветала и пиздюлей всем давала,кто к нам лез.перекрыть все поставки зарубежных товаров,поднять своё хозяйство и приползут все эти уроды к нам на брюхе,что бы мы у них что-то купили.жили мы в нашу молодость без бананов ,хватало своих фруктов,а сейчас хотят все сразу и много и не вставая с дивана.лично я перестала покупать томаты в магазине вообще,не хочу гробить своё последние здоровье,слава богу живём в своём доме,овощи и ягода своя,виктории семь сортов,едим ее до глубокой осени,пока морозы и снег не ударят и не ляжет.",0
2531,"настя,а все люди когда ремантируют машину одевают жилеты отражающие? прочитала ваш комментарий и почувствовала себя полной дурной.может я уже слишком старая?",0
2532,"как это при тулееве такого не было? каждое лето повышение тарифов на воду,электроэнергию,уголь,дрова,вывоз мусора. тулеев по моему очень любил языком почесать и себя похвалить.",0
2533,здорово! как настоящая. умеют же люди создать такую красоту.,0
2534,"хотелось бы узнать у таких родителей,сами бы захотели себе такие имена?",0
2535,"зачем тюрьма,таких уродов не переделать,застукали на месте и сразу пулю в лоб,глядишь дерьмом меньше будет на земле.",0
2536,"животина вдикой природе не выживет,будет постоянно идти к жилью,если он сидел на цепи,сам добывать себе еду он не умеет.только дурак не понимает таких элементарных вещей.",0
2537,ну что поплыли? нет полетели!,0
2538,"юля я живу в россии и вся эта возня отражается на нашем народе,в том числе и на мне.",0
2539,"пустышка,а не призидент,нахлебаемся с ним по самое нехочу. а если полезет указывать его жена,то даже думать не хочется,что получится. поживем увидим.",0
2540,спасибо дашуля за сочувствие.,0
2541,"как хорош что нашлась,а наш такой-же вышел на улицу погулять с кошками и как в воду канул,живём в посёлке,свой дом.всех соседей опросила ,никто не видел,он правда постарше этой кошечки.",0
2542,"она откуда выпала? сядь на зарплату рабочего человека,сразу все поймешь и никакие исследования не нужны.",0
2543,"полный пипец,я тоже в теле,но такое не отдела бы,мозг включать надо ,хоть не надолго.",0
2544,"вот это картины! а то охают над квадратом малевича. может я не понимаю такую мазню,а вот написать картину про природу,что бы не отличить от фотографии-вот это искусство,в моём понимании.",0
2545,"наверно очень тёплая еда,пузик на пол положил,что бы быстрее охладить,прикольный малыш.",0
2546,"на этой даме природа отдохнула.тело выросло,а мозг нет.",0
2547,"ты кусь и я кусь,кусь.",0
2548,"ну ты и гандон,обсираешь людей урод ничего не зная о них,бог тебе судья владимир владимирович,самый умный нашёлся,стакими как ты противно общаться,гудбай придурок.",0
2549,"а ушки то какие,просто прелестное создание!",0
2550,"владимир викторович,вы всем ответили,а когда тебя обложат со всех сторон,тогда запоешь по другому и не вам судить сколько у меня извилин,если толь вы сам не чинуша и не кормишся из государственной кормушки.мы живём своим горбом и людей не оббираем.",0
2551,куда мир катится?,0
2552,"да многих девченок мамаши воспитывают так,вышла замуж высасывай из мужа все возможное,ещё и выноси мозг его родителям,проходили,знаем.",0
2553,"у нас на посёлке нет ни колонок,ни туалетов общественных,нет денег,сдохни от жажды,нет туалета,ходи в штаны.",0
2554,"люди,да правительству срать  на нас .уже готовят новые налоги,нужно же сирию поддерживать и всех остальных нахлебников,а русский народ будут налогами обкладывать.",0
2555,"во некоторые дают,здесь просят найтись хозяевам песика,а чел какой-то металлолом постит ,люди включайте голову уже.",0
2556,"а у нас,что кроме ипотеки ничего другого придумать не могут,или нехотят? только,что бы люди до гробовой доски в зависимости от банков были?",0
2557,"лешенька хохляндский я не знаю и знать не хочу,а если ты милок и по русски читать не умеешь,то это твои проблемы,я кажется ясно выразилась.",0
2558,"мне нравится картина,когда они цветут на кустах.никогда не срываю цветы в своём цветнике,там они цветут дольше,а дома комнатных хватает.",0
2559,"адора, если правильно назвала,соседи у нас и так гандоны,пока строились ,мы были хороши,мылись в нашей бане по10 человек,гуляли в нашем доме,нагло навяливались в гости,а как построились,обосрали с ног до головы.теперь они для меня мёртвые люди,хотя опять делают попытки замириться,но я дважды на грабли не наступаю.",0
2560,"соберитесь,купите видит камеру и всех козлов ,кто гадит к штрафу и что бы свою парашу за собой убрали.а если бы ничего нам за это не было,ещё и сранье распинать за это.",0
2561,"как зверев говорил-звезда в шоке! гусеница отдыхает и у нас можно такое увидеть.прости господи,яв огород так не выхожу.",0
2562,"у нас у брата был той-теръер,но таких глазок ни у мамы не у малышей небыло.щеночки в месяц были размером со спичечный коробок,такие малюлечки,просто прелесть.",0
2563,"первое ,что пришло радость моя,хорошуля,красотуля!",0
2564,"да сколько можно россии платить за все,я не спец ни в экономике,ни в политике,но глядя на всех этих уродов,в том числе и всякие суды,хочется уже взять автомат в руки. я так думаю россии нужно как и в прошлом ссср ставить железный занавес,глядишь будут меньше нам заразы тащить и наши чинуши так борзеть не будут,которых сейчас ругать нельзя,они нас обворвывают,а мы должны молчать,типа власть они.извините,может не по теме вякнула.",0
2565,"милок,нарцицизмом случайно не болееш?",0
2566,"красиво,а у нас только хорошо зацвели пролески,один нарцис,а мускарики сидят в листьях пока думают ,цвести или ещё посидеть подождать,ночью -5 ,вот и ждут наши цветочки тепла.",0
2567,"так вроде хотели три поставить,в разных местах?",0
2568,"и на сколько таких дровишек хватит? меньше чем на месяц.у нас в сибири нужно примерно кубов шесть и 10 тон угля,что бы зимой зубами дома не щелкать от холода.",0
2569,"ну что сказать,мягко выражаясь некультурные люди ,а если по русски .........конченые.",0
2570,"как хорошо ,что живём в своём доме. инастоечку делаем свою.вот только если эти уроды из кремля доберутся до земли на участках,пипец россии,полностью угробят народ,во благо сирии и других.мы всем помагаем,только не своему народу,готовы из нас последнее вытряхнуть уроды.родилась в ссср и с каждым годом все хуже и хуже,только по тележку все зашибись,скорей бы сдохнуть,только внучек жалко.",0
2571,красиво! где найти цветной капрон?,0
2572,"господи,как их жалко,унас их пять,все подбирашки,ещё две собаки,одного месячного принесла сама,ему будет три года и одну муж привёз с работы,выкинули двух щенков в двух часах от города,мальчика забрал другой водила,нашей весте скоро год.почему люди такие бессердечные?",0
2573,"автор права,не знаю убирает она за своим питомцем или нет,но мы живём в частном секторе,мусорка стоит на границе нашего дома,чего только неподнимешь и использованные кондомы и кровячие прокладки и т. д.и т.п.,все культурные,приэтом у всех дома ипечное отопление,сожгите свою гадость,нет тащат на мусорку.матерью по полной-эфекта ноль,буду добиваться,что бы ещё убрали подальше,достало все,народ большие гады,хотелось обозвать свиньями,но свинтусы чистоплотные животины.",0
2574,"хорошо одно,сейчас права будет получить гораздо сложнее,глядишь долбаебов на дороге станет поменьше,вот только проблема с пешеходами,многие лезут через дорогу где попало,вот таких бы ещё прищучить и глядишь все бы наладилось - но это из области фантастики,увы.",0
2575,"а мы живём в частном секторе,рядом с домом стоит большая мусора и мне идиотке приходится убираться,потому как многим соседям насрать как они выкинули мусор,хоть матери их ,хоть нет,осталось одно ,отходить черенкрм от лопаты.а мусорщики приезжают раз в месяц,типа убраться,в последний раз послола подальше наглую толстую бабу-уборщицу,разинула рот ,вражина.",0
2576,а как мог колодец оказаться на детской площадке? или мама извините еблом прощелкала и болтала по телефону и профукала своего ребёнка?,0
2577,"блин у нас только масенькие листики появляются,весна савсем охренела,снег,снег,снег,ужас",0
2578,"урод хозяин,когда обсыпал животное не известно чем,он не подумал как эта краска подействует на кожу животного. я не спец,подбираю и пристраиваю животных,подкармливаю,но ни когда ради своего пиара не привлекаю животинок. люди одумайтесь,что вы моральные уроды творите ,убить вас хочется,вы потеряли все человеческие качества.",0
2579,на таких природа отдыхает.,0
2580,"люди очнитесь ! куда катится мир! лично я в шоке.заебале эти розовые и все остальные,как вы утырки думаете размножаться ,если бабы вам хрен покажут.вымрети как динозавры.",0
2581,"а что у нас теперь пидары правят? и почему мы нормальные толжны это терпеть? я же не бегаю с каким-нибудь флагом и не ору,что меня бабу ебет нормальный мужик,а не какое-то чмо.",0
2582,"лидия не надо сравнивать это со ртом коня,у коня губы мягкие бархатистые,сахарок берет нежно,у него губы все чувствуют,а у этого чудовища,губы отрофированные после закачки,какую дрянь они туда качают забыла.",0
2583,"а мне хотелось бы посмотреть ,как эта гламурка будет в старости выглядеть?до чего же себя эти уродуют.",0
2584,вроде получается - 38лет вместе.,0
2585,"дай бог найдётся сам,наш старший кот уходил на пять суток,оказывается шлялся по кошкам.надейтесь на хорошее.",0
2586,"извините опечталась,нужно было написать иргу.",0
2587,"ну,ну,мы живём в частном секторе,через дорогу высадили игру,соседской девочке с подружками эта игра помешала кататься род горку и они ещё выломали.мы с мужем попросили их больше не появляться напротив нашего участка,разговор был без крика и оскорблений в адрес этих девочек,на что соседи написали участковому на нас заявление и заявили,что их дочь где хочет там и ходит и что хочет то и делает.вот так господа мы и заботимся о зелёных насаждениях.",0
2588,"да потому ,что властям плевать,а на дороге все должны соблюдать правила.",0
2589,"а почему у нас столько детдомов? да потому что правительство мягко относится к мамашам кукушкам и папашам кто не хочет платить алименты.а мы давайте не будем уподобляется этим уродам кто бросает животных,думаю если дать животине кусок хлеба,сам с голоду не помрешь.",0
2590,"да мужики ,какие вы уроды,животин вам не жалко,значит и к своим вторым половинкам вы так же относитесь.бедные душой и каменные сердцем,бегите девоньки подальше от таких,жизни вам нормальной с такими не будет.а если захотите подковырнуть,даю справку,у нас с мужем две собаки,одну он сам с работы привёз и пять кошек,все подобраны",0
2591,"наконец - то народ услышали.хотелось бы верить ,что  так и будет,а то унас одни мегамагазины строя,вкаторых нормальных продуктов не купишь.",0
2592,а путину сразу писать не пытались? это вообще беспредел.,0
2593,"давайте,давайте,задружитесь ещё с этими голодранцами,наше правительство любит всем помогать,кроме своего народа.китаезы уже загаживают наши земли,свои засрали,до нас добрались,а правителям пофиг.как хорошо что скоро сдохну и не увижу крах во все что верила,а вот внуков жалко.",0
2594,"руслан,ты не прав,мы в ответе за тех кого приручили,я живу в частном доме,у меня две собаки подбирашки ,три кота и две кошки тоже подбирашки,собаки на улице на цепях,длинных бегунках,места хватает,но меня бесит,когда соседская собака бегает где хочет и гадит около нашего забора.почему я должна убирать за чужим животным.в городе по закону собака должна быть в наморднике и на поводке. плохо, что у нас мало мест в городе для выгула собак.я понимаю дети это наше все,но и  о братьях наших меньших нужно думать.",0
